icao,departure_from,departure_time,arrival_time,terminal,gate,baggage_belt,flight_number,airline,aircraft
LEBL,Menorca Island,2024-11-03 16:45Z,2024-11-03 17:35Z,1,,,VY 3717,Vueling,Airbus A320 (sharklets)
LEBL,Milan,2024-11-03 15:15Z,2024-11-03 16:55Z,2,,,EC 7154,EasyJet Europe,Airbus A319
LEBL,Milan,2024-11-03 15:15Z,2024-11-03 16:55Z,2,,,EC 7154,EasyJet Europe,Airbus A319
LEBL,Milan,2024-11-03 15:15Z,2024-11-03 16:55Z,2,,,U2 7154,easyJet,Airbus A319
LEBL,Milan,2024-11-03 15:15Z,2024-11-03 16:55Z,2,,,U2 7154,easyJet,Airbus A319
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,IB 5257,Iberia,Airbus A320
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,IB 5257,Iberia,Airbus A320
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,VY 1266,Vueling,Airbus A320
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,QR 4767,Qatar,Airbus A320
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,VY 1266,Vueling,Airbus A320
LEBL,Stockholm,2024-11-03 14:55Z,2024-11-03 18:40Z,1,,,QR 4767,Qatar,Airbus A320
LEBL,Nador,2024-11-03 15:25Z,2024-11-03 17:05Z,2,,,FR 2234,Ryanair,Boeing 737 MAX 8
LEBL,Nador,2024-11-03 15:25Z,2024-11-03 17:05Z,2,,,FR 2234,Ryanair,Boeing 737 MAX 8
LEBL,Budapest,2024-11-03 14:50Z,2024-11-03 17:25Z,2,,,W6 2377,Wizz Air,Airbus A321 NEO
LEBL,Budapest,2024-11-03 14:50Z,2024-11-03 17:25Z,2,,,W6 2377,Wizz Air,Airbus A321 NEO
LEBL,Casablanca,2024-11-03 15:00Z,2024-11-03 17:10Z,1,,,AT 960,Royal Air Maroc,Boeing 737-800 (winglets)
LEBL,Casablanca,2024-11-03 15:00Z,2024-11-03 17:10Z,1,,,AT 960,Royal Air Maroc,Boeing 737-800 (winglets)
LEBL,Paris,2024-11-03 17:20Z,2024-11-03 19:00Z,2,,,TO 4758,Transavia France,Boeing 737-800 (winglets)
LEBL,Málaga,2024-11-03 17:45Z,2024-11-03 19:15Z,1,,,VY 2120,Vueling,Airbus A321 (sharklets)
LEBL,Málaga,2024-11-03 17:45Z,2024-11-03 19:15Z,1,,,QR 3507,Qatar,Airbus A321 (sharklets)
LEBL,Málaga,2024-11-03 17:45Z,2024-11-03 19:15Z,1,,,IB 5012,Iberia,Airbus A321 (sharklets)
LEBL,Helsinki,2024-11-03 15:05Z,2024-11-03 19:05Z,1,,,IB 6448,Iberia,Airbus A321
LEBL,Helsinki,2024-11-03 15:05Z,2024-11-03 19:05Z,1,,,JL 6855,JL,Airbus A321
LEBL,Helsinki,2024-11-03 15:05Z,2024-11-03 19:05Z,1,,,AY 1653,Finnair,Airbus A321
LEBL,Brussels,2024-11-03 17:00Z,2024-11-03 19:00Z,2,,,FR 2921,Ryanair,Boeing 737 MAX 8
LEBL,London,2024-11-03 17:05Z,2024-11-03 19:15Z,1,,,BA 488,British,Airbus A320
LEBL,London,2024-11-03 17:05Z,2024-11-03 19:15Z,1,,,AA 6822,American,Airbus A320
LEBL,Menorca Island,2024-11-03 18:30Z,2024-11-03 19:30Z,1,,,IB 5507,Iberia,Airbus A320
LEBL,Menorca Island,2024-11-03 18:30Z,2024-11-03 19:30Z,1,,,QR 3654,Qatar,Airbus A320
LEBL,Menorca Island,2024-11-03 18:30Z,2024-11-03 19:30Z,1,,,VY 3723,Vueling,Airbus A320
LEBL,Geneva,2024-11-03 17:50Z,2024-11-03 19:15Z,2,,,U2 1409,easyJet,Airbus A320 NEO
LEBL,Geneva,2024-11-03 17:50Z,2024-11-03 19:15Z,2,,,DS 1409,Easyjet Switzerland,Airbus A320 NEO
LEBL,Palma De Mallorca,2024-11-03 18:30Z,2024-11-03 19:25Z,2,,,FR 2897,Ryanair,Boeing 737-800 (winglets)
LEBL,Nice,2024-11-03 16:35Z,2024-11-03 17:55Z,1,,,VY 1520,Vueling,Airbus A320 NEO
LEBL,Nice,2024-11-03 16:35Z,2024-11-03 17:55Z,1,,,IB 5811,Iberia,Airbus A320 NEO
LEBL,Nice,2024-11-03 16:35Z,2024-11-03 17:55Z,1,,,QR 3796,Qatar,Airbus A320 NEO
LEBL,Amsterdam,2024-11-03 17:00Z,2024-11-03 19:30Z,2,,,HV 5133,Transavia,Boeing 737-800 (winglets)
LEBL,Doha,2024-11-03 12:40Z,2024-11-03 19:45Z,1,,,QR 141,Qatar,Boeing 787-9
LEBL,Doha,2024-11-03 12:40Z,2024-11-03 19:45Z,1,,,VA 6366,Virgin Australia,Boeing 787-9
LEBL,Doha,2024-11-03 12:40Z,2024-11-03 19:45Z,1,,,IB 6143,Iberia,Boeing 787-9
LEBL,Doha,2024-11-03 12:40Z,2024-11-03 19:45Z,1,,,MH 9243,Malaysia,Boeing 787-9
LEBL,Lisbon,2024-11-03 17:30Z,2024-11-03 19:20Z,1,,,S4 8708,Azores,Airbus A321 NEO
LEBL,Lisbon,2024-11-03 17:30Z,2024-11-03 19:20Z,1,,,LY 9018,El Al,Airbus A321 NEO
LEBL,Lisbon,2024-11-03 17:30Z,2024-11-03 19:20Z,1,,,AD 7288,Azul,Airbus A321 NEO
LEBL,Lisbon,2024-11-03 17:30Z,2024-11-03 19:20Z,1,,,TP 1038,TAP Air Portugal,Airbus A321 NEO
LEBL,Luxembourg,2024-11-03 16:30Z,2024-11-03 18:45Z,2,,,LG 3595,Luxair,Bombardier Dash 8 Q400 / DHC-8-400
LEBL,Sofia,2024-11-03 16:20Z,2024-11-03 19:40Z,2,,,W6 4405,Wizz Air,Airbus A321
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,QR 6918,Qatar,Airbus A320 NEO
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,OB 5010,BoA,Airbus A320 NEO
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,IB 423,Iberia,Airbus A320 NEO
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,AV 6072,Avianca,Airbus A320 NEO
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,VY 5063,Vueling,Airbus A320 NEO
LEBL,Madrid,2024-11-03 18:05Z,2024-11-03 19:20Z,1,,,IB 423S,Iberia,Airbus A320 NEO
LEBL,Vilnius,2024-11-03 14:50Z,2024-11-03 18:30Z,2,,,W6 1913,Wizz Air,Airbus A320 (sharklets)
LEBL,Warsaw,2024-11-03 14:50Z,2024-11-03 18:00Z,2,,,W6 1477,Wizz Air,Airbus A321
LEBL,Alicante,2024-11-03 16:15Z,2024-11-03 17:25Z,1,,,VY 1307,Vueling,Airbus A320 (sharklets)
LEBL,Alicante,2024-11-03 16:15Z,2024-11-03 17:25Z,1,,,IB 5265,Iberia,Airbus A320 (sharklets)
LEBL,Alicante,2024-11-03 16:15Z,2024-11-03 17:25Z,1,,,QR 3513,Qatar,Airbus A320 (sharklets)
LEBL,London,,2024-11-03 19:15Z,2,,,U2 2325,easyJet,Airbus A320
LEBL,Rome,2024-11-03 17:45Z,2024-11-03 19:35Z,2,,,W4 6019,Wizz Air Malta,Airbus A321
LEBL,London,2024-11-03 17:25Z,2024-11-03 19:30Z,1,,,IB 5664,Iberia,Airbus A320
LEBL,London,2024-11-03 17:25Z,2024-11-03 19:30Z,1,,,BA 8073,British,Airbus A320
LEBL,London,2024-11-03 17:25Z,2024-11-03 19:30Z,1,,,VY 7841,Vueling,Airbus A320
LEBL,Dublin,2024-11-03 16:50Z,2024-11-03 19:25Z,2,,,EI 564,Aer Lingus,Airbus A320
LEBL,Katowice,2024-11-03 15:45Z,2024-11-03 18:35Z,2,,,W6 1175,Wizz Air,Airbus A320
LEBL,Bergamo,2024-11-03 18:00Z,2024-11-03 19:35Z,2,,,FR 6304,Ryanair,Boeing 737 MAX 8
LEBL,Copenhagen,2024-11-03 14:35Z,2024-11-03 17:20Z,1,,,SK 1585,SAS,Airbus A320 NEO
LEBL,Rome,2024-11-03 18:05Z,2024-11-03 19:55Z,1,,,IB 5059,Iberia,Airbus A320
LEBL,Rome,2024-11-03 18:05Z,2024-11-03 19:55Z,1,,,LA 5843,LATAM,Airbus A320
LEBL,Rome,2024-11-03 18:05Z,2024-11-03 19:55Z,1,,,QR 3643,Qatar,Airbus A320
LEBL,Rome,2024-11-03 18:05Z,2024-11-03 19:55Z,1,,,VY 6111,Vueling,Airbus A320
LEBL,Yerevan,2024-11-03 13:20Z,2024-11-03 19:40Z,,,,3F 231,FlyOne Armenia,Airbus A320
LEBL,Brussels,2024-11-03 17:25Z,2024-11-03 19:25Z,1,,,SN 3705,Brussels,Airbus A320
LEBL,Firenze,2024-11-03 18:05Z,2024-11-03 19:50Z,1,,,VY 6005,Vueling,Airbus A319
LEBL,Firenze,2024-11-03 18:05Z,2024-11-03 19:50Z,1,,,AA 8869,American,Airbus A319
LEBL,Firenze,2024-11-03 18:05Z,2024-11-03 19:50Z,1,,,IB 5181,Iberia,Airbus A319
LEBL,Firenze,2024-11-03 18:05Z,2024-11-03 19:50Z,1,,,QR 3648,Qatar,Airbus A319
LEBL,Tenerife Island,,2024-11-03 18:10Z,1,,,QR 3765,Qatar,Airbus A320 (sharklets)
LEBL,Tenerife Island,,2024-11-03 18:10Z,1,,,VY 3215,Vueling,Airbus A320 (sharklets)
LEBL,Tenerife Island,,2024-11-03 18:10Z,1,,,IB 5452,Iberia,Airbus A320 (sharklets)
LEBL,Edinburgh,2024-11-03 16:45Z,2024-11-03 19:30Z,2,,,FR 6266,Ryanair,Boeing 737-800 (winglets)
LEBL,Granada,2024-11-03 18:35Z,2024-11-03 20:00Z,1,,,IB 5337,Iberia,Airbus A320
LEBL,Granada,2024-11-03 18:35Z,2024-11-03 20:00Z,1,,,QR 3655,Qatar,Airbus A320
LEBL,Granada,2024-11-03 18:35Z,2024-11-03 20:00Z,1,,,VY 2015,Vueling,Airbus A320
LEBL,Vienna,2024-11-03 17:30Z,2024-11-03 19:55Z,1,,,VY 8715,Vueling,Airbus A319
LEBL,Vienna,2024-11-03 17:30Z,2024-11-03 19:55Z,1,,,IB 5718,Iberia,Airbus A319
LEBL,Tenerife Island,2024-11-03 16:25Z,2024-11-03 19:45Z,2,,,FR 6377,Ryanair,Boeing 737 MAX 8
LEBL,London,2024-11-03 17:45Z,2024-11-03 19:50Z,2,,,U2 6325,easyJet,Airbus A320
LEBL,Stockholm,2024-11-03 14:25Z,2024-11-03 18:00Z,1,,,SK 1811,SAS,Airbus A320 NEO
LEBL,Santiago de Compostela,2024-11-03 18:20Z,2024-11-03 19:55Z,1,,,VY 1678,Vueling,Airbus A320
LEBL,Santiago de Compostela,2024-11-03 18:20Z,2024-11-03 19:55Z,1,,,IB 5158,Iberia,Airbus A320
LEBL,Santiago de Compostela,2024-11-03 18:20Z,2024-11-03 19:55Z,1,,,QR 3694,Qatar,Airbus A320
LEBL,Venice,2024-11-03 15:55Z,2024-11-03 17:45Z,1,,,QR 4686,Qatar,Airbus A320 (sharklets)
LEBL,Venice,2024-11-03 15:55Z,2024-11-03 17:45Z,1,,,VY 6403,Vueling,Airbus A320 (sharklets)
LEBL,Venice,2024-11-03 15:55Z,2024-11-03 17:45Z,1,,,IB 5131,Iberia,Airbus A320 (sharklets)
LEBL,Ibiza Town,2024-11-03 19:15Z,2024-11-03 20:15Z,1,,,QR 3684,Qatar,Airbus A320
LEBL,Ibiza Town,2024-11-03 19:15Z,2024-11-03 20:15Z,1,,,VY 3511,Vueling,Airbus A320
LEBL,Ibiza Town,2024-11-03 19:15Z,2024-11-03 20:15Z,1,,,IB 5072,Iberia,Airbus A320
LEBL,Reykjavik,2024-11-03 15:30Z,2024-11-03 19:50Z,2,,,OG 614,Ghodawat Enterprises,Airbus A321 NEO
LEBL,Bilbao,2024-11-03 18:50Z,2024-11-03 20:00Z,1,,,IB 5031,Iberia,Airbus A320
LEBL,Bilbao,2024-11-03 18:50Z,2024-11-03 20:00Z,1,,,QR 3612,Qatar,Airbus A320
LEBL,Bilbao,2024-11-03 18:50Z,2024-11-03 20:00Z,1,,,VY 1437,Vueling,Airbus A320
LEBL,Tel Aviv Yafo,2024-11-03 13:40Z,2024-11-03 19:10Z,1,,,IZ 271,Arkia Israeli,Airbus A321 NEO
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,IB 425,Iberia,Airbus A321
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,VY 5079,Vueling,Airbus A321
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,IB 425S,Iberia,Airbus A321
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,JL 9401,JL,Airbus A321
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,QR 6924,Qatar,Airbus A321
LEBL,Madrid,2024-11-03 19:00Z,2024-11-03 20:15Z,1,,,AV 6083,Avianca,Airbus A321
LEBL,Bristol,2024-11-03 18:00Z,2024-11-03 20:05Z,2,,,U2 2705,easyJet,Airbus A321 NEO
LEBL,Palma De Mallorca,2024-11-03 19:20Z,2024-11-03 20:10Z,1,,,UX 6102,Air Europa,Boeing 737-800 (winglets)
LEBL,Alicante,2024-11-03 19:30Z,2024-11-03 20:40Z,1,,,QR 3516,Qatar,Airbus A320
LEBL,Alicante,2024-11-03 19:30Z,2024-11-03 20:40Z,1,,,VY 1309,Vueling,Airbus A320
LEBL,Alicante,2024-11-03 19:30Z,2024-11-03 20:40Z,1,,,IB 5141,Iberia,Airbus A320
LEBL,Bilbao,2024-11-03 19:15Z,2024-11-03 20:25Z,1,,,VY 1431,Vueling,Airbus A320 (sharklets)
LEBL,Bilbao,2024-11-03 19:15Z,2024-11-03 20:25Z,1,,,IB 5027,Iberia,Airbus A320 (sharklets)
LEBL,Bilbao,2024-11-03 19:15Z,2024-11-03 20:25Z,1,,,QR 3652,Qatar,Airbus A320 (sharklets)
LEBL,Cologne,2024-11-03 18:10Z,2024-11-03 20:20Z,2,,,FR 2508,Ryanair,Boeing 737-800 (winglets)
LEBL,Billund,2024-11-03 17:50Z,2024-11-03 20:40Z,1,,,QR 4687,Qatar,Airbus A320
LEBL,Billund,2024-11-03 17:50Z,2024-11-03 20:40Z,1,,,VY 1881,Vueling,Airbus A320
LEBL,Billund,2024-11-03 17:50Z,2024-11-03 20:40Z,1,,,IB 5821,Iberia,Airbus A320
LEBL,Lisbon,2024-11-03 18:55Z,2024-11-03 20:35Z,2,,,EC 7681,EasyJet Europe,Airbus A320 NEO
LEBL,Lisbon,2024-11-03 18:55Z,2024-11-03 20:35Z,2,,,U2 7681,easyJet,Airbus A320 NEO
LEBL,Dublin,2024-11-03 18:05Z,2024-11-03 20:30Z,2,,,FR 6875,Ryanair,Boeing 737-800 (winglets)
LEBL,Málaga,2024-11-03 19:30Z,2024-11-03 21:05Z,1,,,QR 3503,Qatar,Airbus A320
LEBL,Málaga,2024-11-03 19:30Z,2024-11-03 21:05Z,1,,,VY 2112,Vueling,Airbus A320
LEBL,Málaga,2024-11-03 19:30Z,2024-11-03 21:05Z,1,,,IB 5004,Iberia,Airbus A320
LEBL,Amsterdam,2024-11-03 18:35Z,2024-11-03 20:50Z,1,,,IB 5221,Iberia,Airbus A320
LEBL,Amsterdam,2024-11-03 18:35Z,2024-11-03 20:50Z,1,,,VY 8307,Vueling,Airbus A320
LEBL,Amsterdam,2024-11-03 18:35Z,2024-11-03 20:50Z,1,,,QR 3520,Qatar,Airbus A320
LEBL,Berlin,2024-11-03 18:40Z,2024-11-03 21:20Z,1,,,IB 5313,Iberia,Airbus A320
LEBL,Berlin,2024-11-03 18:40Z,2024-11-03 21:20Z,1,,,VY 1885,Vueling,Airbus A320
LEBL,Berlin,2024-11-03 18:40Z,2024-11-03 21:20Z,1,,,QR 4711,Qatar,Airbus A320
LEBL,Palma De Mallorca,2024-11-03 20:10Z,2024-11-03 21:05Z,1,,,VY 3923,Vueling,Airbus A320
LEBL,Palma De Mallorca,2024-11-03 20:10Z,2024-11-03 21:05Z,1,,,IB 5129,Iberia,Airbus A320
LEBL,Palma De Mallorca,2024-11-03 20:10Z,2024-11-03 21:05Z,1,,,QR 3793,Qatar,Airbus A320
LEBL,Málaga,2024-11-03 19:35Z,2024-11-03 21:10Z,2,,,FR 3081,Ryanair,Boeing 737 MAX 8
LEBL,Tirana,2024-11-03 18:35Z,2024-11-03 21:20Z,2,,,W4 5153,Wizz Air Malta,Airbus A321
LEBL,Geneva,2024-11-03 19:40Z,2024-11-03 21:05Z,2,,,EC 7110,EasyJet Europe,Airbus A319
LEBL,Geneva,2024-11-03 19:40Z,2024-11-03 21:05Z,2,,,U2 7110,easyJet,Airbus A319
LEBL,Ibiza Town,2024-11-03 20:30Z,2024-11-03 21:25Z,2,,,FR 3175,Ryanair,Boeing 737-800 (winglets)
LEBL,Milan,2024-11-03 19:40Z,2024-11-03 21:20Z,2,,,U2 3751,easyJet,Airbus A320 NEO
LEBL,Milan,2024-11-03 19:40Z,2024-11-03 21:20Z,2,,,EC 3751,EasyJet Europe,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,AY 5893,Finnair,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,JL 7743,JL,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,IB 7483,Iberia,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,IB 3664,Iberia,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,BA 482,British,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,MH 9704,Malaysia,Airbus A320 NEO
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:30Z,1,,,AA 6820,American,Airbus A320 NEO
LEBL,Tel Aviv Yafo,2024-11-03 15:50Z,2024-11-03 20:35Z,1,,,IB 7710,Iberia,Boeing 737-800 (winglets)
LEBL,Tel Aviv Yafo,2024-11-03 15:50Z,2024-11-03 20:35Z,1,,,LY 391,El Al,Boeing 737
LEBL,Berlin,2024-11-03 19:10Z,2024-11-03 21:45Z,2,,,U2 7174,easyJet,Airbus A319
LEBL,Berlin,2024-11-03 19:10Z,2024-11-03 21:45Z,2,,,EC 7174,EasyJet Europe,Airbus A319
LEBL,Porto,2024-11-03 19:50Z,2024-11-03 21:35Z,2,,,FR 4586,Ryanair,Boeing 737-800 (winglets)
LEBL,Nápoli,2024-11-03 19:50Z,2024-11-03 21:50Z,2,,,FR 5711,Ryanair,Boeing 737-800 (winglets)
LEBL,Stockholm,2024-11-03 18:05Z,2024-11-03 21:45Z,2,,,D8 5503,Norwegian Air Sweden,Boeing 737-800 (winglets)
LEBL,Bologna,2024-11-03 20:00Z,2024-11-03 21:45Z,2,,,FR 9369,Ryanair,Boeing 737-800 (winglets)
LEBL,London,2024-11-03 19:15Z,2024-11-03 21:25Z,2,,,FR 9815,Ryanair,Boeing 737-800 (winglets)
LEBL,Marseille,2024-11-03 20:40Z,2024-11-03 21:45Z,1,,,VY 1509,Vueling,Airbus A319
LEBL,Marseille,2024-11-03 20:40Z,2024-11-03 21:45Z,1,,,IB 5285,Iberia,Airbus A319
LEBL,Marseille,2024-11-03 20:40Z,2024-11-03 21:45Z,1,,,QR 3690,Qatar,Airbus A319
LEBL,Palma De Mallorca,2024-11-03 21:00Z,2024-11-03 21:55Z,1,,,QR 3755,Qatar,Airbus A321 (sharklets)
LEBL,Palma De Mallorca,2024-11-03 21:00Z,2024-11-03 21:55Z,1,,,VY 3919,Vueling,Airbus A321 (sharklets)
LEBL,Palma De Mallorca,2024-11-03 21:00Z,2024-11-03 21:55Z,1,,,IB 5125,Iberia,Airbus A321 (sharklets)
LEBL,Venice,2024-11-03 20:00Z,2024-11-03 21:55Z,2,,,FR 866,Ryanair,Boeing 737-800 (winglets)
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,JL 9403,JL,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,VY 5091,Vueling,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,AY 5575,Finnair,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,AT 5339,Royal Air Maroc,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,IB 427,Iberia,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,QR 6927,Qatar,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,LA 1530,LATAM,Airbus A320 NEO
LEBL,Madrid,2024-11-03 20:35Z,2024-11-03 21:50Z,1,,,IB 427S,Iberia,Airbus A320 NEO
LEBL,Birmingham,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,,BA 8133,British,Airbus A321
LEBL,Birmingham,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,,IB 5726,Iberia,Airbus A321
LEBL,Birmingham,2024-11-03 16:40Z,2024-11-03 18:50Z,1,,,VY 8755,Vueling,Airbus A321
LEBL,Paris,2024-11-03 20:05Z,2024-11-03 21:55Z,1,,,KE 6341,Korean Air,Airbus A321
LEBL,Paris,2024-11-03 20:05Z,2024-11-03 21:55Z,1,,,AF 1448,Air France,Airbus A321
LEBL,Paris,2024-11-03 20:05Z,2024-11-03 21:55Z,1,,,G3 5279,Gol,Airbus A321
LEBL,Paris,2024-11-03 20:05Z,2024-11-03 21:55Z,1,,,JL 5353,JL,Airbus A321
LEBL,Paris,2024-11-03 20:05Z,2024-11-03 21:55Z,1,,,AM 6031,Aeromexico,Airbus A321
LEBL,Prague,2024-11-03 19:40Z,2024-11-03 22:15Z,1,,,VY 8655,Vueling,Airbus A320
LEBL,Prague,2024-11-03 19:40Z,2024-11-03 22:15Z,1,,,IB 5714,Iberia,Airbus A320
LEBL,Munich,2024-11-03 20:00Z,2024-11-03 22:15Z,1,,,IB 5297,Iberia,Airbus A321
LEBL,Munich,2024-11-03 20:00Z,2024-11-03 22:15Z,1,,,QR 3756,Qatar,Airbus A321
LEBL,Munich,2024-11-03 20:00Z,2024-11-03 22:15Z,1,,,VY 1815,Vueling,Airbus A321
LEBL,Zurich,2024-11-03 20:10Z,2024-11-03 22:00Z,1,,,LX 1950,SWISS,Airbus A321 (sharklets)
LEBL,Munich,2024-11-03 19:50Z,2024-11-03 21:55Z,1,,,LH 1816,Lufthansa,Airbus A320 (sharklets)
LEBL,Zurich,2024-11-03 20:25Z,2024-11-03 22:15Z,1,,,IB 5135,Iberia,Airbus A321
LEBL,Zurich,2024-11-03 20:25Z,2024-11-03 22:15Z,1,,,QR 3713,Qatar,Airbus A321
LEBL,Zurich,2024-11-03 20:25Z,2024-11-03 22:15Z,1,,,VY 6249,Vueling,Airbus A321
LEBL,Düsseldorf,2024-11-03 19:55Z,2024-11-03 22:10Z,1,,,IB 5321,Iberia,Airbus A321
LEBL,Düsseldorf,2024-11-03 19:55Z,2024-11-03 22:10Z,1,,,QR 5510,Qatar,Airbus A321
LEBL,Düsseldorf,2024-11-03 19:55Z,2024-11-03 22:10Z,1,,,VY 1899,Vueling,Airbus A321
LEBL,Berlin,2024-11-03 19:55Z,2024-11-03 22:35Z,1,,,IB 5315,Iberia,Airbus A321
LEBL,Berlin,2024-11-03 19:55Z,2024-11-03 22:35Z,1,,,VY 1887,Vueling,Airbus A321
LEBL,Berlin,2024-11-03 19:55Z,2024-11-03 22:35Z,1,,,QR 4695,Qatar,Airbus A321
LEBL,Frankfurt-am-Main,2024-11-03 20:00Z,2024-11-03 22:05Z,1,,,LH 1138,Lufthansa,Airbus A321
LEBL,Rome,2024-11-03 20:25Z,2024-11-03 22:15Z,1,,,AZ 78,ITA,Airbus A320
LEBL,Stuttgart,2024-11-03 20:25Z,2024-11-03 22:20Z,1,,,VY 1867,Vueling,Airbus A321
LEBL,Stuttgart,2024-11-03 20:25Z,2024-11-03 22:20Z,1,,,QR 3697,Qatar,Airbus A321
LEBL,Stuttgart,2024-11-03 20:25Z,2024-11-03 22:20Z,1,,,IB 5303,Iberia,Airbus A321
LEBL,Milan,2024-11-03 20:50Z,2024-11-03 22:30Z,1,,,VY 6337,Vueling,Airbus A321
LEBL,Milan,2024-11-03 20:50Z,2024-11-03 22:30Z,1,,,QR 3711,Qatar,Airbus A321
LEBL,Milan,2024-11-03 20:50Z,2024-11-03 22:30Z,1,,,IB 5439,Iberia,Airbus A321
LEBL,Lyon,2024-11-03 21:00Z,2024-11-03 22:20Z,1,,,IB 5249,Iberia,Airbus A319
LEBL,Lyon,2024-11-03 21:00Z,2024-11-03 22:20Z,1,,,VY 1221,Vueling,Airbus A319
LEBL,Lyon,2024-11-03 21:00Z,2024-11-03 22:20Z,1,,,QR 3700,Qatar,Airbus A319
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,EY 7306,Etihad,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,KL 1521,KLM,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,AM 6303,Aeromexico,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,KQ 1681,Kenya,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,SV 6337,Saudi Arabian,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,MU 1843,China Eastern,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,KE 6413,Korean Air,Boeing 737-800 (winglets)
LEBL,Amsterdam,2024-11-03 19:55Z,2024-11-03 22:05Z,1,,,G3 5507,Gol,Boeing 737-800 (winglets)
LEBL,Tenerife Island,2024-11-03 19:15Z,2024-11-03 22:40Z,2,,,FR 3098,Ryanair,Boeing 737 MAX 8
LEBL,Paris,2024-11-03 20:15Z,2024-11-03 22:05Z,2,,,EC 7136,EasyJet Europe,Airbus A319
LEBL,Paris,2024-11-03 20:15Z,2024-11-03 22:05Z,2,,,U2 7136,easyJet,Airbus A319
LEBL,Santiago de Compostela,2024-11-03 20:45Z,2024-11-03 22:25Z,2,,,FR 6331,Ryanair,Boeing 737-800 (winglets)
LEBL,Copenhagen,2024-11-03 19:40Z,2024-11-03 22:40Z,1,,,QR 4694,Qatar,Airbus A320
LEBL,Copenhagen,2024-11-03 19:40Z,2024-11-03 22:40Z,1,,,VY 1873,Vueling,Airbus A320
LEBL,Copenhagen,2024-11-03 19:40Z,2024-11-03 22:40Z,1,,,IB 5309,Iberia,Airbus A320
LEBL,Istanbul,,2024-11-03 22:35Z,1,,,TK 1851,Turkish,Airbus A321
LEBL,Glasgow,2024-11-03 19:45Z,2024-11-03 21:45Z,2,,,FR 7823,Ryanair,Boeing 737 MAX 8
LEBL,Granada,2024-11-03 21:30Z,2024-11-03 22:55Z,1,,,IB 5339,Iberia,Airbus A320
